Date,Sampling #,Year,Year Day ,Ring,Plot,Species observed,Initial Growth subplot 1,Initial Growth subplot 2,Initial Growth subplot 3,Leaves subplot 1,Leaves subplot 2,Leaves subplot 3,Flower subplot 1,Flower subplot 2,Flower subplot 3,Open Flowers subplot 1,Open Flowers subplot 2,Open Flowers subplot 3,Fruits subplot 1,Fruits subplot 2,Fruits subplot 3,Ripe Fruits subplot 1,Ripe Fruits subplot 2,Ripe Fruits subplot 3,Notes,
8/21/2023,16,2023,233,3,165,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,165,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,165,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,165,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,165,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,165,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,166,agrre,,,,1,1,1,,1,,,,,,,,,,,,
6/20/2023,7,2023,171,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,166,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,166,lesca,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,166,lesca,1,1,1,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,166,lesca,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,166,lesca,,,,1,1,1,1,1,1,,,,,,,,,,,
8/15/2023,15,2023,227,3,166,lesca,,,,1,1,1,1,1,1,,,,,,,,,,,
8/21/2023,16,2023,233,3,166,lesca,,,,1,1,1,,,,,,,1,1,1,,,,,
8/28/2023,17,2023,240,3,166,lesca,,,,1,1,1,,,,,,,1,1,1,,,,,
9/5/2023,18,2023,248,3,166,lesca,,,,1,1,1,,,,,,,1,1,1,1,1,1,,
9/11/2023,19,2023,254,3,166,lesca,,,,1,1,1,,,,,,,1,1,1,1,1,1,,
9/18/2023,20,2023,261,3,166,lesca,,,,1,1,1,,,,,,,,1,,1,1,1,,
9/26/2023,21,2023,269,3,166,lesca,,,,1,1,1,,,,,,,,,,1,1,1,,
5/9/2023,1,2023,129,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,166,poapr,,,,1,1,1,1,1,1,,,,,,,,,,,
5/22/2023,3,2023,142,3,166,poapr,,,,1,1,1,1,1,1,,,,,,,,,,,
5/31/2023,4,2023,151,3,166,poapr,,,,1,1,1,1,1,1,1,1,1,,,,,,,,
6/6/2023,5,2023,157,3,166,poapr,,,,1,1,1,1,1,1,1,1,1,,,,,,,,
6/13/2023,6,2023,164,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
6/20/2023,7,2023,171,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
6/27/2023,8,2023,178,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/3/2023,9,2023,184,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/10/2023,10,2023,191,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/18/2023,11,2023,199,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/24/2023,12,2023,205,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
8/2/2023,13,2023,214,3,166,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
8/7/2023,14,2023,219,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,166,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,1. S of pin sensor. 2. along W edge 3. E of TDR tube 1,
5/31/2023,4,2023,151,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,171,agrre,,,,,1,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,171,agrre,,,,1,1,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,171,agrre,,,,1,1,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,171,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,171,andge,1,1,1,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,171,andge,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,171,andge,,,,1,1,1,,,1,,,,,,,,,,,
8/7/2023,14,2023,219,3,171,andge,,,,1,1,1,,,,,,1,,,,,,,,
8/15/2023,15,2023,227,3,171,andge,,,,1,1,1,,,,,,,,,1,,,,,
8/21/2023,16,2023,233,3,171,andge,,,,1,1,1,,,,,,,,,1,,,,,
8/28/2023,17,2023,240,3,171,andge,,,,1,1,1,,,,,,,,,1,,,,,
9/5/2023,18,2023,248,3,171,andge,,,,1,1,1,,,,,,,,,1,,,,,
9/11/2023,19,2023,254,3,171,andge,,,,1,1,1,,,,,,,,,1,,,,,
9/18/2023,20,2023,261,3,171,andge,,,,1,1,1,,,,,,,,,1,,,,,
9/26/2023,21,2023,269,3,171,andge,,,,1,1,1,,,,,,,,,,,,1,,
5/9/2023,1,2023,129,3,171,broin,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,171,broin,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,171,broin,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,171,broin,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,171,broin,,,,,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,171,broin,,,,,,,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,171,broin,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,171,broin,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,171,broin,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,171,broin,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,171,broin,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,171,broin,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,171,broin,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,171,broin,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,171,broin,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,171,broin,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,171,broin,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,171,broin,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,171,broin,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,171,broin,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,171,broin,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,171,lesca,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,171,lesca,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,171,lesca,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,171,lesca,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,171,lesca,,,,,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,171,lesca,,,,,,,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,171,lesca,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,171,lesca,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,171,lesca,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,171,lesca,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,171,lesca,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,171,lesca,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,171,lesca,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,171,lesca,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,171,lesca,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,171,lesca,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,171,lesca,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,171,lesca,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,171,lesca,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,171,lesca,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,171,lesca,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,177,andge,1,1,1,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,177,andge,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,177,andge,,,,1,1,1,1,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,177,andge,,,,1,1,1,,,,1,,,,,,,,,,
8/7/2023,14,2023,219,3,177,andge,,,,1,1,1,,,,1,,,,,,,,,,
8/15/2023,15,2023,227,3,177,andge,,,,1,1,1,,,,,,,1,,,,,,,
8/21/2023,16,2023,233,3,177,andge,,,,1,1,1,,,1,,1,,1,,,,,,,
8/28/2023,17,2023,240,3,177,andge,,,,1,1,1,,,1,,,,1,1,,,,,,
9/5/2023,18,2023,248,3,177,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/11/2023,19,2023,254,3,177,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/18/2023,20,2023,261,3,177,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/26/2023,21,2023,269,3,177,andge,,,,1,1,1,,,,,,,,1,1,1,,,,
5/9/2023,1,2023,129,3,177,lesca,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,177,lesca,,,1,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,177,lesca,,,,,,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,177,lesca,,,,,,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,177,lesca,,,,,,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,177,lesca,,,,,,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,177,lesca,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,177,lesca,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,177,lesca,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,177,lesca,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,177,lesca,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,177,lesca,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,177,lesca,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,177,lesca,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,177,lesca,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,177,lesca,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,177,lesca,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,177,lesca,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,177,lesca,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,177,lesca,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,177,lesca,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,177,poapr,,,,1,1,1,,1,1,,,,,,,,,,,
5/22/2023,3,2023,142,3,177,poapr,,,,1,1,1,,1,1,,,,,,,,,,,
5/31/2023,4,2023,151,3,177,poapr,,,,1,1,1,,1,1,,1,1,,,,,,,,
6/6/2023,5,2023,157,3,177,poapr,,,,1,1,1,,1,1,,1,1,,,,,,,,
6/13/2023,6,2023,164,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
6/20/2023,7,2023,171,3,177,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
6/27/2023,8,2023,178,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
7/3/2023,9,2023,184,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
7/10/2023,10,2023,191,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
7/18/2023,11,2023,199,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
7/24/2023,12,2023,205,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
8/2/2023,13,2023,214,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
8/7/2023,14,2023,219,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,177,poapr,,,,1,1,1,,,,,,,,,,,1,1,,
8/21/2023,16,2023,233,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,177,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,3,177,solri,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,4,185,agrre,,,,1,1,1,1,,,,,,,,,,,,,
6/13/2023,6,2023,164,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,4,185,agrre,,,,1,1,1,1,,,1,,,,,,,,,,
6/27/2023,8,2023,178,4,185,agrre,,,,1,1,1,,,,1,1,,,,,,,,Dried--Aborted ,
7/3/2023,9,2023,184,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,Dried--Aborted ,
7/10/2023,10,2023,191,4,185,agrre,,,,1,1,1,,,1,,,,,,,1,,,,
7/18/2023,11,2023,199,4,185,agrre,,,,1,1,1,,,,,,,,,1,1,,,,
7/24/2023,12,2023,205,4,185,agrre,,,,1,1,1,,,,,,,,,1,,,,(3) On edge,
8/2/2023,13,2023,214,4,185,agrre,,,,1,1,1,,,,,,,,,1,,,,(3) On edge,
8/7/2023,14,2023,219,4,185,agrre,,,,1,1,1,,,,,,,,,,,,1,(3) On edge,
8/15/2023,15,2023,227,4,185,agrre,,,,1,,1,,,,,,,,,,,,1,(3) On edge,
8/21/2023,16,2023,233,4,185,agrre,,,,1,1,1,,,,,,,,,,1,,,1 still has seeds,
8/28/2023,17,2023,240,4,185,agrre,,,,1,1,1,,,,,,,,,,1,,,1 still has seeds,
9/5/2023,18,2023,248,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,all seeds dropped,
9/11/2023,19,2023,254,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,4,185,agrre,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,4,185,andge,1,1,1,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,4,185,andge,,,,1,1,1,,,,,,,,,,,,,(1) dried no seeds,
6/27/2023,8,2023,178,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,4,185,andge,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,4,185,andge,,,,1,1,1,,,1,,,,,,,,,,,
8/28/2023,17,2023,240,4,185,andge,,,,1,1,1,,,,,,1,,,,,,,,
9/5/2023,18,2023,248,4,185,andge,,,,1,1,1,,,,,,1,,,1,,,,,
9/11/2023,19,2023,254,4,185,andge,,,,1,1,1,,,,,,,,,1,,,,,
9/18/2023,20,2023,261,4,185,andge,,,,1,1,1,,,,,,,,,1,,,,,
9/26/2023,21,2023,269,4,185,andge,,,,1,1,1,,,,,,,,,1,,,,,
5/9/2023,1,2023,129,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,4,185,broin,,,,1,1,1,1,,,,,,,,,,,,,
6/6/2023,5,2023,157,4,185,broin,,,,1,1,1,1,,,1,,,,,,,,,,
6/13/2023,6,2023,164,4,185,broin,,,,1,1,1,1,,1,1,,,,,,,,,,
6/20/2023,7,2023,171,4,185,broin,,,,1,1,1,1,,,1,,,1,,,,,,,
6/27/2023,8,2023,178,4,185,broin,,,,1,1,1,,,,1,,,1,,,,,,,
7/3/2023,9,2023,184,4,185,broin,,,,1,1,1,,,,,,,1,1,,,,,,
7/10/2023,10,2023,191,4,185,broin,,,,1,1,1,,,,,,,,,,1,,,,
7/18/2023,11,2023,199,4,185,broin,,,,1,1,1,,,,,,,1,,,1,,,,
7/24/2023,12,2023,205,4,185,broin,,,,1,1,1,,,,,,,,,,1,,,,
8/2/2023,13,2023,214,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,4,185,broin,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,4,185,lesca,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,4,185,lesca,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,4,185,lesca,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,4,185,lesca,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,4,185,lesca,,,,1,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,4,185,lesca,,,,1,,,,,,,,,,,,,,,,
